loss,margin,true_logit,gradient_norm,membership,id
0.011547747999429703,0.9780178666114807,6.38707971572876,0.014513703063130379,0,264399
0.048328615725040436,0.9056473970413208,5.026580810546875,0.020002730190753937,1,304247
0.0011856677010655403,0.9981394410133362,9.203487396240234,0.001336845220066607,1,132972
0.00014697425649501383,0.9997270703315735,5.667630672454834,8.540379349142313e-05,0,149938
-0.0,1.0,26.479694366455078,2.8780260509855826e-13,0,166661
0.4122641980648041,0.32466694712638855,7.08740234375,0.16473132371902466,0,257211
-0.0,1.0,25.905853271484375,4.288612000247216e-12,1,172080
-0.0,1.0,16.624807357788086,1.0493711455339394e-09,0,31715
0.0006057572900317609,0.9988905787467957,7.467643737792969,0.0009762966656126082,1,303213
0.00045074793160893023,0.999104380607605,8.085826873779297,0.00043950931285507977,1,98057
0.001595296896994114,0.9975036382675171,9.626165390014648,0.00147936400026083,0,252857
0.0008596062543801963,0.9982824921607971,11.401348114013672,0.0008831032318994403,0,122131
2.145764938177308e-06,0.9999958872795105,17.63958168029785,6.665554224127845e-07,1,56149
2.6940935640595853e-05,0.9999473094940186,10.605447769165039,1.104012244468322e-05,0,264763
0.6552541255950928,0.23052573204040527,0.363254189491272,0.15262407064437866,1,254854
3.707340147229843e-05,0.9999337196350098,13.855117797851562,1.8435242964187637e-05,1,55100
0.010228005237877369,0.9796482920646667,7.5077056884765625,0.00502389669418335,1,240668
0.013862167485058308,0.9733083248138428,1.6013319492340088,0.006727403495460749,0,197416
5.018585216021165e-05,0.9999039769172668,6.578754425048828,2.701876474020537e-05,1,256281
0.0009056995622813702,0.9982514381408691,11.012674331665039,0.0008354504825547338,1,125072
0.0008135108510032296,0.9983736872673035,16.213762283325195,0.00044689667993225157,0,72535
-0.0,1.0,38.31291961669922,1.752365848779134e-16,0,44661
0.0042349896393716335,0.9915480017662048,7.0130157470703125,0.0016613153275102377,1,277347
0.09325052797794342,0.8531658053398132,4.858255863189697,0.06385408341884613,1,121900
-0.0,1.0,33.663795471191406,7.961972823666147e-14,1,66716
0.9225344657897949,0.0759182870388031,-1.4544193744659424,0.09361706674098969,0,208665
2.3841855067985307e-07,0.9999995827674866,14.05937385559082,3.247682229812199e-07,0,116822
-0.0,1.0,22.517803192138672,8.837752751844619e-10,1,169357
-0.0,1.0,18.244319915771484,7.01728986030048e-09,1,181679
-0.0,0.9999999403953552,19.813060760498047,2.1223216961629987e-08,0,211856
3.226248025894165,0.9205811023712158,8.539899826049805,1.5709034204483032,0,302204
1.0728830375228426e-06,0.9999982118606567,15.134830474853516,9.338713198303594e-07,1,279744
-0.0,1.0,36.35527801513672,5.649959666786941e-12,1,15730
0.012034782208502293,0.9768669605255127,6.748479843139648,0.011841892264783382,1,162964
0.00043871314846910536,0.999123752117157,8.885995864868164,0.0003166961541865021,1,78554
0.01590893231332302,0.9684360027313232,10.982251167297363,0.02211987040936947,0,101449
0.6579203605651855,0.03722873330116272,7.108292579650879,0.3027554154396057,1,139550
9.226373367710039e-05,0.9998403787612915,14.67837905883789,3.8479942304547876e-05,1,18798
0.001190430368296802,0.9977035522460938,11.3899564743042,0.001035957015119493,1,209315
0.017119726166129112,0.96662437915802,7.779794692993164,0.015844054520130157,1,207956
0.00010978573118336499,0.9997931718826294,8.930246353149414,8.69430587044917e-05,0,186440
0.07287224382162094,0.8594509959220886,4.6513166427612305,0.03838466852903366,1,180645
2.0265558760002023e-06,0.9999963045120239,23.753225326538086,5.410987000686873e-07,1,30816
0.0015097183641046286,0.9975119829177856,8.049299240112305,0.001466084853745997,0,253512
0.00034457468427717686,0.9994288086891174,11.502403259277344,0.00011626004561549053,1,38993
-0.0,1.0,17.624561309814453,6.644169242564502e-11,1,15610
0.0276566781103611,0.9561789035797119,4.237342357635498,0.029003672301769257,0,269011
3.6954811548639555e-06,0.9999943375587463,13.03032112121582,1.38287009576743e-06,1,31631
6.6756979322235566e-06,0.9999867081642151,16.416534423828125,3.103730477960198e-06,0,35964
-0.0,1.0,22.40164566040039,2.2755022310860795e-09,0,37262
0.00016389934171456844,0.9996721744537354,8.537519454956055,8.546961907995865e-05,1,305045
0.06691063195466995,0.8835313320159912,6.049488067626953,0.07085571438074112,1,132575
3.666334629058838,0.9485059380531311,3.4021551609039307,0.9756169319152832,0,305644
0.0005463061388581991,0.999011218547821,11.254766464233398,0.0003689354343805462,1,235048
0.007520222570747137,0.9857416152954102,6.322119235992432,0.0017384878592565656,0,1808
0.013071208260953426,0.9740399718284607,9.92955207824707,0.008359286934137344,1,195215
-0.0,1.0,20.799222946166992,2.410883270798081e-09,1,130297
0.12325084209442139,0.7680845260620117,4.953716278076172,0.08304206281900406,1,197848
0.0007508557755500078,0.9985095858573914,11.815149307250977,0.0008788410923443735,1,142881
0.007910116575658321,0.9842453598976135,11.49174976348877,0.004064161330461502,1,70931
0.0037051853723824024,0.9926034212112427,14.381444931030273,0.001593112014234066,0,51725
0.03195640444755554,0.9383959174156189,5.743467330932617,0.017213206738233566,1,292479
4.551714897155762,0.2043021321296692,2.323673725128174,0.9867839217185974,0,204435
0.0006816447712481022,0.9986393451690674,10.30221939086914,0.00090147799346596,0,77772
0.0008648469229228795,0.9982742071151733,9.797611236572266,0.0009679271024651825,1,215478
0.11405092477798462,0.7983108758926392,2.8692049980163574,0.06110798567533493,0,233227
-0.0,0.9999999403953552,17.939834594726562,1.3636700657571055e-08,0,58540
0.027255848050117493,0.9554318785667419,6.667253017425537,0.012522957287728786,1,205875
7.009260298218578e-05,0.9998651146888733,13.987024307250977,8.227527723647654e-05,1,105436
0.1627189666032791,0.7344146966934204,5.860628128051758,0.15892699360847473,1,135331
0.012412559241056442,0.975341260433197,5.877684593200684,0.006217285059392452,1,176397
7.4606242179870605,0.8446454405784607,-1.3281409740447998,0.3004278540611267,0,35606
-0.0,1.0,16.726478576660156,6.8329311098125345e-09,0,70133
0.034593839198350906,0.9324206709861755,5.666778564453125,0.010372086428105831,1,183777
1.1920928244535389e-07,0.9999997615814209,11.016762733459473,3.812276716530505e-08,1,2201
0.20316407084465027,0.643436849117279,7.180780410766602,0.17298415303230286,1,141022
8.689979586051777e-05,0.9998677372932434,12.884790420532227,3.959999230573885e-05,1,165525
0.11681204289197922,0.8142673373222351,8.409664154052734,0.045112479478120804,1,30850
0.00316404877230525,0.9937669038772583,9.392244338989258,0.004515571054071188,1,149926
0.0002503081923350692,0.9995005130767822,9.900508880615234,0.00020960527763236314,0,144864
0.04585086926817894,0.9120333790779114,10.933554649353027,0.02861258201301098,1,56856
-0.0,1.0,20.72397804260254,1.4940782985806145e-11,1,157166
0.005748881492763758,0.9887304902076721,10.005239486694336,0.007344595156610012,0,97255
1.786136269569397,0.41333556175231934,3.8624117374420166,0.7877969145774841,0,174005
0.022354401648044586,0.9569658637046814,11.730695724487305,0.014850830659270287,1,34711
1.5497195136049413e-06,0.9999976754188538,17.482629776000977,9.543844043946592e-07,1,57750
2.3841855067985307e-07,0.9999995231628418,12.289210319519043,1.3677157539859763e-07,0,215401
8.702239938429557e-06,0.9999856948852539,15.306417465209961,5.7422025747655425e-06,0,176654
0.01019992120563984,0.9797042012214661,6.444149017333984,0.005425705574452877,0,280985
0.06356512755155563,0.8776788115501404,7.412590026855469,0.08278161287307739,1,102339
0.0005362979718483984,0.9991533160209656,7.288865089416504,0.00042795544140972197,1,304549
3.421248038648628e-05,0.9999502897262573,13.233879089355469,1.4386389011633582e-05,1,44318
1.766467571258545,0.6556574702262878,7.0739641189575195,0.45256507396698,1,228699
0.003374835941940546,0.9937146306037903,7.082489967346191,0.004564483184367418,1,79236
0.5079051852226257,0.38948357105255127,2.0433523654937744,0.3006204664707184,1,196772
2.092996120452881,0.6470627784729004,2.693558931350708,0.8821091055870056,1,278809
0.003591755172237754,0.9928299784660339,15.470264434814453,0.002170778112486005,1,44804
-0.0,1.0,21.069599151611328,3.084597854918769e-10,1,74485
0.008259189315140247,0.9836935997009277,6.882488250732422,0.007537103723734617,0,38060
-0.0,1.0,24.98944854736328,4.3265689425239784e-13,0,167767
0.0071079242043197155,0.9879171252250671,5.449712753295898,0.0024167941883206367,1,223203
0.9288274049758911,0.05310419201850891,3.4414520263671875,0.5945303440093994,1,76124
0.0005417786305770278,0.9990690350532532,12.159311294555664,0.0002822462993208319,1,86847
-0.0,1.0,14.197885513305664,2.266035137310496e-09,1,100482
